Package Type,Destination,Itinerary,Travel Date,Start City,Airline,Flight Stops,Meals
Premium,Shimla|Manali|Dharamshala|Dalhousie,2N Shimla . 3N Manali . 2N Dharamshala . 2N Dalhousie,7/3/2021,New Delhi,Spicejet|Go Air,0,5
Premium,Srinagar|Pahalgam|Srinagar,2N Srinagar . 2N Pahalgam . 1N Srinagar,2/8/2021,New Delhi,IndiGo,0,5
Premium,Srinagar|Pahalgam|Gulmarg|Srinagar,2N Srinagar . 1N Pahalgam . 1N Gulmarg . 1N Srinagar,7/10/2021,New Delhi,IndiGo,0,5
Standard,Cochin|Munnar|Thekkady|Allepey|Kovalam|Poovar,1N Cochin . 2N Munnar . 2N Thekkady . 1N Allepey . 1N Kovalam . 1N Poovar,22-02-2021,New Delhi,Spicejet|IndiGo|IndiGo,2,3
Luxury,Jaipur|Jaisalmer|Udaipur,2N Jaipur . 2N Jaisalmer . 2N Udaipur,29-05-2021,New Delhi,Air India|IndiGo,0,4
Deluxe,Cochin|Munnar|Thekkady|Allepey|Kovalam and Poovar,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam and Poovar,24-05-2021,New Delhi,Spicejet|Air India,1,3
Premium,Mysore|Ooty,2N Mysore . 2N Ooty,10/8/2021,New Delhi,Go Air,0,5
Luxury,Manali|Shimla,3N Manali . 2N Shimla,1/12/2021,Mumbai,Go Air,0,4
Luxury,Coorg|Ooty|Kodaikanal,2N Coorg . 2N Ooty . 2N Kodaikanal,20-11-2021,New Delhi,IndiGo|IndiGo,0,4
Deluxe,Allepey|Munnar|Thekkady,1N Allepey . 2N Munnar . 2N Thekkady,8/10/2021,Mumbai,Spicejet,1,3
Premium,Agra|Lucknow|Varanasi,2N Agra . 1N Lucknow . 2N Varanasi,19-07-2021,New Delhi,IndiGo|Spicejet,0,5
Deluxe,Gangtok|Pelling|Darjeeling,4N Gangtok . 1N Pelling . 2N Darjeeling,19-06-2021,New Delhi,IndiGo|IndiGo,1,3
Luxury,Darjeeling|Kalimpong|Gangtok,2N Darjeeling . 1N Kalimpong . 3N Gangtok,17-09-2021,Mumbai,Not Available,0,4
Luxury,Shimla|Manali,2N Shimla . 4N Manali,8/4/2021,New Delhi,Not Available,0,4
Standard,Singapore|Bintan Island|Singapore,3N Singapore . 1N Bintan Island . 2N Singapore,17-02-2022,New Delhi,Not Available,2,3
Deluxe,Port Blair|Havelock|Port Blair,2N Port Blair . 2N Havelock . 1N Port Blair,19-08-2021,New Delhi,IndiGo,1,3
Standard,Pondicherry,3N Pondicherry,5/3/2021,Mumbai,Not Available,2,3
Deluxe,Guwahati|Cherrapunjee|Shillong,1N Guwahati . 2N Cherrapunjee . 2N Shillong,30-08-2021,New Delhi,IndiGo,1,3
Premium,Shimla|Manali,2N Shimla . 4N Manali,18-11-2021,New Delhi,Spicejet,0,5
Deluxe,Dubai,7N Dubai,21-11-2021,New Delhi,Air India Express|Air India Express,1,3
Luxury,Dharamshala,2N Dharamshala,3/2/2021,New Delhi,Not Available,0,4
Standard,Bangalore|Mysore|Ooty,1N Bangalore . 1N Mysore . 3N Ooty,15-01-2022,New Delhi,IndiGo|Spicejet,2,3
Premium,Madurai|Rameshwaram|Kanyakumari,1N Madurai . 1N Rameshwaram . 1N Kanyakumari,25-02-2021,New Delhi,Air India|IndiGo,0,5
Standard,Negombo|Kandy|Colombo,1N Negombo . 1N Kandy . 1N Colombo,8/2/2021,Mumbai,IndiGo|IndiGo|IndiGo|IndiGo,2,3
Standard,Mysore|Ooty,2N Mysore . 2N Ooty,11/5/2021,Mumbai,Go Air|Spicejet,2,3
Deluxe,Jaisalmer,2N Jaisalmer,26-09-2021,New Delhi,Spicejet|Spicejet|Spicejet,1,3
Standard,Cochin|Munnar,1N Cochin . 2N Munnar,5/9/2021,Mumbai,Go Air,2,3
Premium,Kandy|Nuwara Eliya|Bentota|Colombo,2N Kandy . 1N Nuwara Eliya . 2N Bentota . 1N Colombo,14-08-2021,Mumbai,IndiGo|IndiGo|IndiGo|IndiGo,0,5
Premium,Amritsar,2N Amritsar,30-06-2021,New Delhi,IndiGo,0,5
Luxury,Manali|Shimla,3N Manali . 2N Shimla,27-05-2021,Mumbai,Vistara,0,4
Premium,Dubai|Ras Al Khaimah,3N Dubai . 2N Ras Al Khaimah,6/2/2021,Mumbai,Air India Express|Air India Express,0,5
Premium,Gangtok|Lachung|Gangtok|Darjeeling,1N Gangtok . 1N Lachung . 1N Gangtok . 2N Darjeeling,20-11-2021,New Delhi,IndiGo,0,5
Deluxe,Goa,5N Goa,26-09-2021,New Delhi,Go Air,1,3
Luxury,Srinagar|Pahalgam|Gulmarg|Srinagar,2N Srinagar . 1N Pahalgam . 1N Gulmarg . 1N Srinagar,16-06-2021,Mumbai,Spicejet|Spicejet,0,4
Deluxe,Kandy|Nuwara Eliya|Bentota|Colombo,1N Kandy . 1N Nuwara Eliya . 2N Bentota . 1N Colombo,23-01-2022,New Delhi,Air India|Air India|Air India|Air India,1,3
Standard,Munnar,3N Munnar,9/12/2021,New Delhi,Not Available,2,3
Standard,Jaipur|Jodhpur|Jaisalmer|Udaipur,2N Jaipur . 1N Jodhpur . 2N Jaisalmer . 2N Udaipur,25-02-2021,New Delhi,IndiGo|IndiGo,2,3
Premium,Cochin|Munnar|Thekkady,1N Cochin . 2N Munnar . 1N Thekkady,30-06-2021,New Delhi,IndiGo,0,5
Deluxe,Gangtok|Pelling|Darjeeling,4N Gangtok . 1N Pelling . 2N Darjeeling,3/12/2021,Mumbai,Spicejet,1,3
Deluxe,Goa,2N Goa,4/4/2021,New Delhi,Spicejet,1,3
Luxury,Jaipur|Pushkar,2N Jaipur . 1N Pushkar,14-05-2021,New Delhi,IndiGo,0,4
Deluxe,Udaipur|Mount Abu,2N Udaipur . 1N Mount Abu,30-11-2021,Mumbai,IndiGo,1,3
Deluxe,Ooty,2N Ooty,17-04-2021,New Delhi,Not Available,1,3
Premium,Mysore|Wayanad|Ooty,1N Mysore . 2N Wayanad . 2N Ooty,7/5/2021,New Delhi,Vistara|IndiGo,0,5
Deluxe,Jaipur|Jodhpur|Udaipur|Mount Abu,2N Jaipur . 1N Jodhpur . 2N Udaipur . 1N Mount Abu,1/12/2021,New Delhi,Spicejet|IndiGo,1,3
Standard,Gangtok|Pelling|Darjeeling,2N Gangtok . 2N Pelling . 2N Darjeeling,11/7/2021,New Delhi,Spicejet,2,3
Luxury,Agra|Lucknow|Varanasi,1N Agra . 1N Lucknow . 2N Varanasi,18-03-2021,Mumbai,Not Available,0,4
Deluxe,Coorg|Ooty,2N Coorg . 3N Ooty,11/8/2021,New Delhi,Spicejet,1,3
Luxury,Chandigarh|Shimla|Chandigarh,1N Chandigarh . 3N Shimla . 1N Chandigarh,24-05-2021,New Delhi,Go Air,0,4
Luxury,Dubai,3N Dubai,14-10-2021,Mumbai,Emirates|Emirates,0,4
Standard,Pondicherry,2N Pondicherry,5/9/2021,New Delhi,IndiGo,2,3
Standard,Gangtok|Lachung|Gangtok|Pelling|Darjeeling,2N Gangtok . 1N Lachung . 1N Gangtok . 2N Pelling . 3N Darjeeling,2/12/2021,New Delhi,IndiGo,2,3
Deluxe,Manali|Kasol,3N Manali . 2N Kasol,24-04-2021,Mumbai,Go Air,1,3
Deluxe,Goa,2N Goa,5/9/2021,Mumbai,Not Available,1,3
Premium,Mysore|Ooty,1N Mysore . 2N Ooty,12/5/2021,Mumbai,AirAsia|Spicejet,0,5
Luxury,New Delhi|Shimla|Manali|Chandigarh,1N New Delhi . 2N Shimla . 3N Manali . 1N Chandigarh,7/7/2021,Mumbai,Go Air,0,4
Premium,Shimla|Manali,2N Shimla . 4N Manali,12/12/2021,Mumbai,Air India,0,5
Premium,Jaipur|Jaisalmer|Udaipur,2N Jaipur . 2N Jaisalmer . 2N Udaipur,5/6/2021,Mumbai,Go Air|Air India,0,5
Deluxe,Goa,4N Goa,21-09-2021,New Delhi,Spicejet,1,3
Premium,Kovalam and Poovar|Allepey|Thekkady|Munnar,2N Kovalam and Poovar . 1N Allepey . 1N Thekkady . 2N Munnar,10/2/2021,New Delhi,Air India|Vistara,0,5
Deluxe,Bandipur|Ooty,1N Bandipur . 2N Ooty,27-03-2021,Mumbai,Vistara|Spicejet,1,3
Premium,Munnar|Thekkady|Cochin,2N Munnar . 1N Thekkady . 1N Cochin,22-07-2021,Mumbai,Go Air,0,5
Standard,Munnar|Thekkady|Allepey|Kovalam,2N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam,22-11-2021,New Delhi,Air India|IndiGo,2,3
Deluxe,Negombo|Kandy|Nuwara Eliya|Yala|Galle|Bentota|Colombo,1N Negombo . 1N Kandy . 1N Nuwara Eliya . 1N Yala . 1N Galle . 1N Bentota . 1N Colombo,14-06-2021,New Delhi,Air India|Air India|Air India|Air India,1,3
Luxury,Gangtok|Darjeeling|Kalimpong,3N Gangtok . 2N Darjeeling . 1N Kalimpong,2/9/2021,New Delhi,Not Available,0,4
Deluxe,Parwanoo|Shimla,2N Parwanoo . 2N Shimla,4/8/2021,New Delhi,Go Air,1,3
Premium,Cochin|Munnar|Allepey|Cochin,1N Cochin . 2N Munnar . 1N Allepey . 1N Cochin,8/12/2021,New Delhi,IndiGo,0,5
Luxury,Cochin|Munnar|Thekkady|Allepey|Kovalam and Poovar,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam and Poovar,29-08-2021,New Delhi,Go Air|IndiGo,0,4
Standard,Shimla|Manali|Dalhousie|Chandigarh,2N Shimla . 3N Manali . 2N Dalhousie . 1N Chandigarh,29-11-2021,Mumbai,Not Available,2,3
Luxury,New Delhi|Shimla|Manali|Chandigarh,1N New Delhi . 2N Shimla . 2N Manali . 1N Chandigarh,28-09-2021,Mumbai,Not Available,0,4
Standard,Dambulla|Kandy|Nuwara Eliya|Yala|Bentota|Colombo,1N Dambulla . 1N Kandy . 1N Nuwara Eliya . 1N Yala . 1N Bentota . 1N Colombo,3/7/2021,New Delhi,IndiGo|IndiGo|IndiGo|IndiGo,2,3
Deluxe,Munnar|Allepey,2N Munnar . 1N Allepey,5/6/2021,New Delhi,IndiGo,1,3
Deluxe,Munnar|Thekkady|Allepey|Kovalam and Poovar|Cochin,2N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam and Poovar . 1N Cochin,13-10-2021,New Delhi,IndiGo,1,3
Deluxe,Amritsar,2N Amritsar,22-06-2021,New Delhi,Not Available,1,3
Standard,Shillong|Guwahati,3N Shillong . 2N Guwahati,24-02-2021,Mumbai,Spicejet|Spicejet,2,3
Standard,Pahalgam|Gulmarg|Srinagar,2N Pahalgam . 1N Gulmarg . 1N Srinagar,2/4/2021,New Delhi,Vistara|Vistara,2,3
Premium,Goa,4N Goa,25-11-2021,Mumbai,Go Air,0,5
Standard,Munnar|Thekkady|Kovalam|Poovar|Allepey,2N Munnar . 2N Thekkady . 1N Kovalam . 1N Poovar . 1N Allepey,2/8/2021,New Delhi,IndiGo,2,3
Luxury,Jaipur|Jodhpur|Jaisalmer|Bikaner|Jaipur,1N Jaipur . 1N Jodhpur . 2N Jaisalmer . 1N Bikaner . 1N Jaipur,18-08-2021,New Delhi,Go Air,0,4
Standard,Ooty|Mysore,2N Ooty . 1N Mysore,12/6/2021,Mumbai,Spicejet,2,3
Deluxe,Agra|New Delhi|Shimla|Manali|Chandigarh,1N Agra . 1N New Delhi . 2N Shimla . 3N Manali . 1N Chandigarh,13-12-2021,New Delhi,Spicejet,1,3
Premium,Cochin|Munnar|Thekkady,1N Cochin . 2N Munnar . 1N Thekkady,14-11-2021,New Delhi,IndiGo,0,5
Standard,Goa,4N Goa,13-08-2021,New Delhi,Go Air,2,3
Luxury,Haridwar,2N Haridwar,30-03-2021,Mumbai,Not Available,0,4
Standard,Goa,3N Goa,28-08-2021,New Delhi,Not Available,2,3
Luxury,Coorg,3N Coorg,14-07-2021,New Delhi,Not Available,0,4
Luxury,Shimla|Manali,2N Shimla . 3N Manali,18-08-2021,New Delhi,Go Air,0,4
Deluxe,Guwahati|Kaziranga|Shillong,2N Guwahati . 1N Kaziranga . 3N Shillong,11/7/2021,New Delhi,IndiGo|IndiGo,1,3
Standard,Singapore|Auckland|Rotorua|Queenstown|Christchurch,2N Singapore . 2N Auckland . 2N Rotorua . 3N Queenstown . 2N Christchurch,13-02-2021,New Delhi,Air India|Air New Zealand|Air New Zealand|Air New Zealand|Air New Zealand|Air New Zealand|Emirates|Emirates,2,3
Deluxe,Shimla|Manali|Amritsar,2N Shimla . 3N Manali . 1N Amritsar,19-07-2021,Mumbai,Spicejet,1,3
Luxury,Bentota|Colombo,2N Bentota . 2N Colombo,15-08-2021,New Delhi,Not Available,0,4
Premium,Shimla|Manali|New Delhi,2N Shimla . 2N Manali . 1N New Delhi,2/8/2021,New Delhi,Not Available,0,5
Luxury,Agra|New Delhi|Shimla|Manali|Chandigarh,1N Agra . 1N New Delhi . 2N Shimla . 3N Manali . 1N Chandigarh,2/5/2021,Mumbai,Go Air,0,4
Standard,Singapore,6N Singapore,4/8/2021,New Delhi,Srilankan Airlines|Srilankan Airlines|Srilankan Airlines|Srilankan Airlines,2,3
Premium,Allepey|Munnar,2N Allepey . 2N Munnar,11/7/2021,New Delhi,Spicejet,0,5
Budget,Coorg,3N Coorg,2/9/2021,New Delhi,Not Available,2,2
Premium,Cochin|Munnar|Thekkady|Allepey,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey,5/4/2021,New Delhi,IndiGo,0,5
Budget,Coorg,3N Coorg,27-07-2021,New Delhi,IndiGo,2,2
Luxury,Mount Abu|Udaipur,1N Mount Abu . 1N Udaipur,15-05-2021,New Delhi,Air India|Spicejet,0,4
Premium,New Delhi|Shimla|Manali|Chandigarh,1N New Delhi . 2N Shimla . 2N Manali . 1N Chandigarh,22-09-2021,Mumbai,Not Available,0,5
Standard,Goa,2N Goa,23-05-2021,New Delhi,Not Available,2,3
Deluxe,Darjeeling|Gangtok|Lachung|Gangtok,1N Darjeeling . 1N Gangtok . 2N Lachung . 2N Gangtok,18-06-2021,New Delhi,Spicejet,1,3
Premium,Mysore|Coorg|Ooty,1N Mysore . 2N Coorg . 2N Ooty,18-05-2021,New Delhi,Spicejet,0,5
Deluxe,Ooty|Munnar|Thekkady|Allepey,2N Ooty . 2N Munnar . 1N Thekkady . 1N Allepey,30-04-2021,New Delhi,Air India,1,3
Deluxe,Ooty|Kodaikanal|Munnar|Thekkady|Kumarakom,2N Ooty . 2N Kodaikanal . 2N Munnar . 1N Thekkady . 1N Kumarakom,3/1/2022,New Delhi,Spicejet|Spicejet,1,3
Deluxe,Jaipur|Pushkar|Jodhpur|Udaipur,2N Jaipur . 1N Pushkar . 2N Jodhpur . 2N Udaipur,14-12-2021,New Delhi,Go Air|Vistara,1,3
Standard,Coorg|Ooty,2N Coorg . 2N Ooty,22-04-2021,New Delhi,Not Available,2,3
Deluxe,Mysore|Coorg,1N Mysore . 2N Coorg,28-01-2021,New Delhi,Not Available,1,3
Premium,Gangtok,5N Gangtok,9/7/2021,Mumbai,Spicejet,0,5
Standard,Wayanad,2N Wayanad,12/10/2021,New Delhi,Not Available,2,3
Deluxe,Gangtok,3N Gangtok,1/9/2021,New Delhi,IndiGo,1,3
Deluxe,Patnitop|Srinagar|Gulmarg|Pahalgam|Katra,1N Patnitop . 1N Srinagar . 1N Gulmarg . 2N Pahalgam . 1N Katra,2/8/2021,New Delhi,Go Air,1,3
Premium,Nainital|Corbett|Mussoorie,2N Nainital . 1N Corbett . 2N Mussoorie,9/9/2021,Mumbai,Not Available,0,5
Standard,Sigiriya|Trincomalee|Kandy|Colombo|Negombo,1N Sigiriya . 1N Trincomalee . 1N Kandy . 1N Colombo . 1N Negombo,25-05-2021,New Delhi,IndiGo|IndiGo|IndiGo|IndiGo,2,3
Standard,Udaipur,2N Udaipur,9/2/2021,New Delhi,Spicejet|Spicejet,2,3
Deluxe,Munnar|Thekkady|Allepey,3N Munnar . 2N Thekkady . 1N Allepey,1/6/2021,New Delhi,IndiGo,1,3
Premium,Dalhousie|Dharamshala|Amritsar,2N Dalhousie . 2N Dharamshala . 2N Amritsar,26-10-2021,New Delhi,IndiGo|IndiGo,0,5
Deluxe,Singapore|Batam|Singapore,2N Singapore . 1N Batam . 1N Singapore,30-09-2021,New Delhi,IndiGo|IndiGo,1,3
Deluxe,Mysore|Ooty,1N Mysore . 3N Ooty,27-11-2021,New Delhi,Go Air|IndiGo,1,3
Premium,Dalhousie|Dharamshala|Manali,2N Dalhousie . 2N Dharamshala . 3N Manali,23-05-2021,Mumbai,Not Available,0,5
Luxury,Srinagar|Pahalgam|Gulmarg|Srinagar,1N Srinagar . 1N Pahalgam . 1N Gulmarg . 2N Srinagar,21-05-2021,New Delhi,Go Air,0,4
Standard,Mysore|Coorg|Ooty,1N Mysore . 2N Coorg . 2N Ooty,1/6/2021,New Delhi,Spicejet,2,3
Deluxe,Kuala Lumpur|Bali,2N Kuala Lumpur . 3N Bali,7/2/2022,New Delhi,Malindo Air|Malindo Air|Malindo Air|Malindo Air,1,3
Luxury,Katra|Pahalgam|Gulmarg|Srinagar,2N Katra . 2N Pahalgam . 1N Gulmarg . 2N Srinagar,28-09-2021,New Delhi,Not Available,0,4
Standard,New Delhi|Agra,3N New Delhi . 1N Agra,25-02-2022,New Delhi,Spicejet,2,3
Deluxe,Munnar,3N Munnar,10/6/2021,New Delhi,IndiGo,1,3
Luxury,Shimla|Manali|Dharamshala|Chandigarh,2N Shimla . 3N Manali . 2N Dharamshala . 1N Chandigarh,19-12-2021,New Delhi,Vistara|Vistara,0,4
Premium,Nainital|Corbett,3N Nainital . 3N Corbett,19-10-2021,New Delhi,Spicejet,0,5
Standard,Dambulla|Trincomalee|Kandy|Nuwara Eliya,1N Dambulla . 1N Trincomalee . 1N Kandy . 2N Nuwara Eliya,17-05-2021,Mumbai,IndiGo|IndiGo|IndiGo|IndiGo,2,3
Premium,Srinagar|Gulmarg|Pahalgam|Srinagar,1N Srinagar . 1N Gulmarg . 1N Pahalgam . 1N Srinagar,9/2/2022,Mumbai,Vistara|Vistara,0,5
Luxury,Shimla|Manali,3N Shimla . 3N Manali,4/11/2021,New Delhi,Spicejet,0,4
Standard,Goa,2N Goa,9/7/2021,New Delhi,IndiGo,2,3
Deluxe,Goa,3N Goa,23-07-2021,New Delhi,Not Available,1,3
Luxury,Goa,3N Goa,7/10/2021,Mumbai,IndiGo,0,4
Premium,Shimla|Manali|Dharamshala|Dalhousie|Amritsar,2N Shimla . 3N Manali . 2N Dharamshala . 2N Dalhousie . 1N Amritsar,30-05-2021,Mumbai,Go Air,0,5
Premium,Ranthambhore,3N Ranthambhore,9/6/2021,New Delhi,Not Available,0,5
Deluxe,Nainital|Corbett,4N Nainital . 2N Corbett,28-02-2021,Mumbai,Vistara,1,3
Deluxe,Srinagar|Pahalgam|Gulmarg|Srinagar,1N Srinagar . 2N Pahalgam . 1N Gulmarg . 2N Srinagar,30-06-2021,New Delhi,IndiGo,1,3
Premium,Munnar|Thekkady|Kovalam and Poovar,2N Munnar . 1N Thekkady . 2N Kovalam and Poovar,30-07-2021,New Delhi,IndiGo,0,5
Premium,Shimla|Manali|Dharamshala|Dalhousie,2N Shimla . 3N Manali . 2N Dharamshala . 2N Dalhousie,18-08-2021,Mumbai,Spicejet|AirAsia,0,5
Deluxe,Goa,2N Goa,15-04-2021,New Delhi,Spicejet,1,3
Deluxe,Bali,4N Bali,10/10/2021,New Delhi,Malaysia Airlines|Malaysia Airlines|Malaysia Airlines|Malaysia Airlines,1,3
Deluxe,Shimla|Manali|Dharamshala|Dalhousie,2N Shimla . 3N Manali . 2N Dharamshala . 2N Dalhousie,28-10-2021,Mumbai,IndiGo|Go Air,1,3
Deluxe,Bentota|Kandy|Colombo,3N Bentota . 3N Kandy . 1N Colombo,22-09-2021,New Delhi,Spicejet|Spicejet|Spicejet|Spicejet,1,3
Deluxe,Shillong|Cherrapunjee|Shillong,1N Shillong . 1N Cherrapunjee . 2N Shillong,6/5/2021,New Delhi,Spicejet,1,3
Luxury,Mount Abu|Udaipur,2N Mount Abu . 3N Udaipur,6/7/2021,New Delhi,Air India|Spicejet,0,4
Premium,Dalhousie,3N Dalhousie,17-05-2021,Mumbai,IndiGo|IndiGo,0,5
Premium,Srinagar,3N Srinagar,18-03-2021,Mumbai,Vistara|Vistara,0,5
Deluxe,Srinagar|Pahalgam|Srinagar|Gulmarg,1N Srinagar . 1N Pahalgam . 1N Srinagar . 1N Gulmarg,19-07-2021,New Delhi,Go Air,1,3
Deluxe,Chandigarh|Shimla|Chandigarh,1N Chandigarh . 3N Shimla . 1N Chandigarh,12/3/2021,New Delhi,Air India,1,3
Deluxe,Jaipur|Pushkar|Jaipur,1N Jaipur . 1N Pushkar . 1N Jaipur,9/8/2021,Mumbai,Not Available,1,3
Luxury,Srinagar|Pahalgam|Srinagar,1N Srinagar . 1N Pahalgam . 2N Srinagar,16-11-2021,New Delhi,IndiGo|Spicejet,0,4
Premium,Manali|Shimla,3N Manali . 2N Shimla,29-04-2021,Mumbai,Vistara,0,5
Standard,Cochin|Munnar|Ooty,1N Cochin . 3N Munnar . 2N Ooty,15-04-2021,New Delhi,IndiGo|Spicejet,2,3
Premium,Gokarna|Goa,2N Gokarna . 2N Goa,6/5/2021,New Delhi,IndiGo,0,5
Standard,New Delhi|Corbett|Nainital|New Delhi,1N New Delhi . 2N Corbett . 2N Nainital . 1N New Delhi,26-02-2021,New Delhi,Spicejet,2,3
Standard,Gangtok|Lachung|Gangtok|Darjeeling,2N Gangtok . 2N Lachung . 1N Gangtok . 1N Darjeeling,4/10/2021,New Delhi,Go Air,2,3
Standard,Srinagar|Gulmarg|Pahalgam|Katra,2N Srinagar . 1N Gulmarg . 2N Pahalgam . 2N Katra,26-03-2021,New Delhi,Not Available,2,3
Deluxe,Cochin|Munnar|Allepey|Cochin,1N Cochin . 2N Munnar . 1N Allepey . 1N Cochin,8/5/2021,Mumbai,Air India,1,3
Premium,Gangtok|Kalimpong|Darjeeling,3N Gangtok . 1N Kalimpong . 2N Darjeeling,10/7/2021,New Delhi,Spicejet,0,5
Premium,New Delhi|Shimla|Manali|Chandigarh,1N New Delhi . 2N Shimla . 2N Manali . 1N Chandigarh,11/8/2021,Mumbai,Not Available,0,5
Premium,Chandigarh|Manali,1N Chandigarh . 3N Manali,19-04-2021,Mumbai,Not Available,0,5
Standard,Port Blair|Havelock|Port Blair,1N Port Blair . 3N Havelock . 1N Port Blair,26-07-2021,New Delhi,IndiGo|IndiGo,2,3
Premium,Phuket|Krabi town|Pattaya|Bangkok,2N Phuket . 2N Krabi town . 2N Pattaya . 2N Bangkok,18-12-2021,New Delhi,Cathay Pacific|Cathay Pacific|Qantas Airways|Cathay Pacific|Cathay Pacific,0,5
Standard,Colombo|Dambulla|Kandy|Nuwara Eliya|Yala|Bentota,1N Colombo . 2N Dambulla . 2N Kandy . 1N Nuwara Eliya . 1N Yala . 2N Bentota,12/11/2021,New Delhi,Air India|Air India|Air India|Air India,2,3
Premium,Ooty|Kodaikanal|Munnar,2N Ooty . 2N Kodaikanal . 2N Munnar,2/8/2021,Mumbai,IndiGo|IndiGo,0,5
Deluxe,Colombo,5N Colombo,8/7/2021,New Delhi,IndiGo|IndiGo|IndiGo|IndiGo,1,3
Luxury,Jaipur|Jodhpur|Udaipur,2N Jaipur . 1N Jodhpur . 1N Udaipur,5/12/2021,New Delhi,Spicejet|IndiGo,0,4
Deluxe,Pondicherry,2N Pondicherry,11/6/2021,Mumbai,Spicejet,1,3
Premium,Cochin|Thekkady|Allepey|Kovalam and Poovar,1N Cochin . 2N Thekkady . 1N Allepey . 2N Kovalam and Poovar,4/4/2021,New Delhi,IndiGo,0,5
Standard,Munnar|Thekkady|Allepey,2N Munnar . 1N Thekkady . 1N Allepey,30-09-2021,New Delhi,Spicejet,2,3
Luxury,Cochin|Munnar|Thekkady|Allepey,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey,19-05-2021,New Delhi,Air India,0,4
Deluxe,Coorg|Bandipur|Mysore,2N Coorg . 1N Bandipur . 1N Mysore,20-08-2021,New Delhi,IndiGo,1,3
Premium,Port Blair|Havelock|Port Blair,1N Port Blair . 2N Havelock . 1N Port Blair,1/4/2021,New Delhi,IndiGo|IndiGo,0,5
Standard,Shimla|Manali|Amritsar,2N Shimla . 3N Manali . 1N Amritsar,16-07-2021,Mumbai,Spicejet,2,3
Deluxe,Mysore|Ooty,1N Mysore . 3N Ooty,23-05-2021,New Delhi,Spicejet,1,3
Standard,Srinagar,3N Srinagar,30-07-2021,Mumbai,IndiGo|IndiGo,2,3
Standard,Udaipur|Chittorgarh,2N Udaipur . 1N Chittorgarh,27-11-2021,New Delhi,Spicejet|Spicejet,2,3
Luxury,New Delhi|Agra|Ranthambhore|Jaipur,2N New Delhi . 1N Agra . 1N Ranthambhore . 2N Jaipur,30-11-2021,New Delhi,IndiGo,0,4
Standard,Port Blair|Havelock|Port Blair,1N Port Blair . 1N Havelock . 1N Port Blair,6/6/2021,New Delhi,IndiGo|IndiGo,2,3
Standard,Kandy|Bentota|Galle|Colombo,2N Kandy . 1N Bentota . 1N Galle . 2N Colombo,12/9/2021,Mumbai,IndiGo|IndiGo|IndiGo|IndiGo,2,3
Premium,Shimla|Manali|Dharamshala|Dalhousie|Chandigarh,2N Shimla . 3N Manali . 2N Dharamshala . 2N Dalhousie . 1N Chandigarh,13-04-2021,New Delhi,Not Available,0,5
Premium,Mysore|Ooty,2N Mysore . 2N Ooty,4/3/2022,New Delhi,Spicejet,0,5
Deluxe,Cochin|Munnar|Thekkady|Kumarakom|Kovalam and Poovar,1N Cochin . 2N Munnar . 1N Thekkady . 1N Kumarakom . 2N Kovalam and Poovar,31-08-2021,Mumbai,Not Available,1,3
Premium,Katra|Pahalgam|Gulmarg|Srinagar,2N Katra . 2N Pahalgam . 1N Gulmarg . 2N Srinagar,17-11-2021,Mumbai,Not Available,0,5
Deluxe,Kandy|Colombo,1N Kandy . 1N Colombo,18-06-2021,New Delhi,IndiGo|IndiGo|IndiGo|IndiGo,1,3
Deluxe,Coorg|Ooty,2N Coorg . 2N Ooty,21-11-2021,Mumbai,Not Available,1,3
Deluxe,Munnar,3N Munnar,4/4/2021,Mumbai,Go Air,1,3
Luxury,Chandigarh|Manali,1N Chandigarh . 3N Manali,24-07-2021,New Delhi,Not Available,0,4
Premium,Jaipur|Pushkar,2N Jaipur . 1N Pushkar,3/5/2021,Mumbai,Go Air,0,5
Premium,Madurai|Kodaikanal|Rameshwaram|Kanyakumari|Kovalam,1N Madurai . 2N Kodaikanal . 2N Rameshwaram . 1N Kanyakumari . 1N Kovalam,9/8/2021,Mumbai,Not Available,0,5
Deluxe,Sigiriya|Kandy|Galle|Bentota|Colombo,1N Sigiriya . 1N Kandy . 2N Galle . 2N Bentota . 1N Colombo,8/6/2021,New Delhi,Air India|Air India|Air India|Air India,1,3
Deluxe,Munnar|Thekkady|Allepey,2N Munnar . 1N Thekkady . 1N Allepey,1/4/2022,New Delhi,IndiGo,1,3
Luxury,Wayanad,3N Wayanad,19-08-2021,New Delhi,Not Available,0,4
Luxury,Goa,3N Goa,7/10/2021,New Delhi,Not Available,0,4
Premium,Dalhousie,2N Dalhousie,16-10-2021,New Delhi,IndiGo|AirAsia,0,5
Standard,Shimla|Chandigarh,3N Shimla . 1N Chandigarh,6/3/2021,New Delhi,Spicejet,2,3
Standard,Kalimpong|Pelling|Gangtok|Lachung|Gangtok|Darjeeling,1N Kalimpong . 2N Pelling . 3N Gangtok . 2N Lachung . 1N Gangtok . 2N Darjeeling,25-02-2021,New Delhi,Spicejet|Spicejet,2,3
